Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Feb 1, 2020;1:30 AM;1,211;346;1,453;7,781;0;36;1,610;1,001;452;495;38;360
Feb 1, 2020;1:45 AM;1,222;346;1,452;7,765;0;36;1,627;995;432;500;32;362
Feb 1, 2020;2:00 AM;1,218;346;1,447;7,830;0;36;1,658;997;405;495;33;361
Feb 1, 2020;2:15 AM;1,226;344;1,447;7,878;0;36;1,650;990;388;507;18;360
Feb 1, 2020;2:30 AM;1,225;347;1,446;7,845;0;36;1,651;988;386;508;20;361
Feb 1, 2020;2:45 AM;1,223;345;1,456;7,851;0;36;1,633;980;387;511;19;359
Feb 1, 2020;3:00 AM;1,224;345;1,496;7,846;0;36;1,556;988;388;504;19;358
Feb 1, 2020;3:15 AM;1,224;354;1,500;7,777;0;35;1,512;983;385;506;1;357
Feb 1, 2020;3:30 AM;1,224;359;1,506;7,802;0;35;1,505;984;388;501;1;357
Feb 1, 2020;3:45 AM;1,224;359;1,506;7,830;0;35;1,507;985;391;501;0;360
Feb 1, 2020;4:00 AM;1,223;353;1,532;7,768;0;36;1,509;991;391;487;0;361
Feb 1, 2020;4:15 AM;1,223;346;1,552;7,807;0;35;1,504;984;390;487;0;360
Feb 1, 2020;4:30 AM;1,222;352;1,549;7,800;0;35;1,511;993;391;480;0;357
Feb 1, 2020;4:45 AM;1,221;350;1,547;7,749;0;35;1,519;987;387;499;0;360
Feb 1, 2020;5:00 AM;1,223;350;1,546;7,737;0;35;1,520;1,002;390;502;0;362
Feb 1, 2020;5:15 AM;1,222;351;1,546;7,712;0;35;1,520;1,002;391;496;0;361
Feb 1, 2020;5:30 AM;1,221;350;1,546;7,707;0;35;1,520;1,006;389;489;0;359
Feb 1, 2020;5:45 AM;1,221;351;1,545;7,667;0;35;1,522;1,004;394;500;0;353
Feb 1, 2020;6:00 AM;1,214;353;1,548;7,841;0;35;1,536;996;390;496;0;355
Feb 1, 2020;6:15 AM;1,215;357;1,551;7,889;0;35;1,540;998;390;497;0;328
Feb 1, 2020;6:30 AM;1,214;350;1,552;7,827;0;35;1,549;1,004;392;497;1;279
Feb 1, 2020;6:45 AM;1,212;374;1,551;7,774;0;35;1,578;1,001;396;507;2;278
Feb 1, 2020;7:00 AM;1,211;349;1,551;7,654;0;35;1,606;1,000;400;506;52;282
Feb 1, 2020;7:15 AM;1,211;357;1,550;7,654;0;35;1,637;999;402;511;134;282
Feb 1, 2020;7:30 AM;1,207;379;1,532;7,670;1;35;1,673;998;409;512;217;282
Feb 1, 2020;7:45 AM;1,208;376;1,520;7,615;7;35;1,728;993;412;537;358;283
Feb 1, 2020;8:00 AM;1,216;355;1,521;7,574;77;35;1,770;1,001;400;544;542;283
Feb 1, 2020;8:15 AM;1,217;351;1,524;7,511;167;35;1,803;999;396;565;547;282
Feb 1, 2020;8:30 AM;1,217;351;1,521;7,421;267;36;1,826;998;397;598;603;284
Feb 1, 2020;8:45 AM;1,218;353;1,521;7,420;382;39;1,838;994;406;663;622;290
Feb 1, 2020;9:00 AM;1,213;351;1,519;7,395;542;41;1,879;997;407;676;676;304
Feb 1, 2020;9:15 AM;1,209;352;1,518;7,313;709;41;1,929;1,001;408;679;675;351
Feb 1, 2020;9:30 AM;1,217;353;1,518;7,299;889;41;1,956;1,008;420;672;728;369
Feb 1, 2020;9:45 AM;1,217;352;1,523;7,274;1,066;41;1,962;1,008;421;683;746;375
Feb 1, 2020;10:00 AM;1,215;350;1,523;7,246;1,214;43;1,961;1,003;420;695;722;380
Feb 1, 2020;10:15 AM;1,213;361;1,517;7,240;1,345;43;1,958;1,003;421;698;712;380
Feb 1, 2020;10:30 AM;1,212;354;1,509;7,227;1,467;43;1,960;1,006;420;695;708;382
Feb 1, 2020;10:45 AM;1,213;354;1,508;7,193;1,574;43;1,911;1,008;421;702;740;383
Feb 1, 2020;11:00 AM;1,215;357;1,513;7,147;1,681;40;1,797;1,011;421;679;775;377
Feb 1, 2020;11:15 AM;1,212;354;1,489;7,136;1,724;39;1,721;1,005;422;676;822;374
Feb 1, 2020;11:30 AM;1,211;350;1,481;7,151;1,740;39;1,709;1,009;421;674;915;375
Feb 1, 2020;11:45 AM;1,211;351;1,493;7,189;1,731;39;1,732;1,009;422;674;791;375
Feb 1, 2020;12:00 PM;1,217;356;1,510;7,229;1,715;37;1,750;1,005;419;651;860;372
Feb 1, 2020;12:15 PM;1,215;356;1,517;7,258;1,650;36;1,749;1,004;415;644;814;369
Feb 1, 2020;12:30 PM;1,212;358;1,519;7,305;1,583;36;1,756;1,002;415;637;793;368
Feb 1, 2020;12:45 PM;1,209;356;1,514;7,383;1,477;36;1,789;996;415;641;646;368
Feb 1, 2020;1:00 PM;1,214;356;1,516;7,450;1,380;36;1,823;1,004;418;642;448;368
Feb 1, 2020;1:15 PM;1,216;349;1,519;7,532;1,272;36;1,840;1,007;416;653;316;369
Feb 1, 2020;1:30 PM;1,221;349;1,515;7,595;1,133;36;1,848;1,003;415;648;247;369
Feb 1, 2020;1:45 PM;1,219;346;1,512;7,693;1,007;36;1,848;1,005;413;652;143;368
Feb 1, 2020;2:00 PM;1,221;345;1,512;7,701;910;36;1,848;1,004;413;646;30;368
Feb 1, 2020;2:15 PM;1,221;342;1,510;7,730;795;36;1,826;1,000;413;645;59;368
Feb 1, 2020;2:30 PM;1,216;352;1,479;7,755;682;36;1,822;1,005;414;639;39;368
Feb 1, 2020;2:45 PM;1,221;351;1,434;7,855;578;36;1,829;1,000;411;649;63;368
Feb 1, 2020;3:00 PM;1,224;358;1,425;7,931;514;36;1,876;1,000;400;650;174;368
Feb 1, 2020;3:15 PM;1,222;353;1,418;7,896;422;36;1,928;1,003;396;648;157;368
Feb 1, 2020;3:30 PM;1,223;356;1,403;7,954;340;36;1,962;1,003;400;650;256;368
Feb 1, 2020;3:45 PM;1,218;351;1,409;7,898;255;38;1,964;1,003;405;660;145;373
Feb 1, 2020;4:00 PM;1,227;346;1,439;7,940;182;40;1,962;1,000;413;686;154;378
Feb 1, 2020;4:15 PM;1,227;347;1,455;8,051;118;40;1,961;1,003;396;682;201;378
Feb 1, 2020;4:30 PM;1,223;349;1,463;8,138;66;40;1,965;998;400;686;188;378
Feb 1, 2020;4:45 PM;1,222;346;1,467;8,273;28;42;1,962;1,015;402;717;278;383
Feb 1, 2020;5:00 PM;1,222;349;1,460;8,374;6;44;1,948;1,018;397;731;456;384
Feb 1, 2020;5:15 PM;1,220;351;1,448;8,405;0;44;1,965;1,017;398;710;483;384
Feb 1, 2020;5:30 PM;1,221;349;1,453;8,366;0;44;1,966;1,022;400;658;794;384
Feb 1, 2020;5:45 PM;1,222;353;1,460;8,445;0;44;1,957;1,011;401;629;936;384
Feb 1, 2020;6:00 PM;1,221;353;1,467;8,599;0;44;1,943;1,020;407;591;1,207;384
Feb 1, 2020;6:15 PM;1,225;351;1,470;8,705;0;44;1,945;1,016;409;592;1,162;384
Feb 1, 2020;6:30 PM;1,223;350;1,471;8,778;0;44;1,947;1,019;410;595;1,052;384
Feb 1, 2020;6:45 PM;1,223;350;1,471;8,809;0;44;1,947;1,020;421;597;1,025;384
Feb 1, 2020;7:00 PM;1,227;354;1,472;8,859;0;44;1,942;1,007;435;599;748;384
Feb 1, 2020;7:15 PM;1,228;360;1,470;8,949;0;44;1,915;1,003;432;593;587;383
Feb 1, 2020;7:30 PM;1,227;352;1,469;9,070;0;41;1,881;1,011;432;569;477;378
Feb 1, 2020;7:45 PM;1,225;356;1,432;9,222;0;38;1,844;1,010;430;545;464;370
Feb 1, 2020;8:00 PM;1,228;361;1,394;9,318;0;36;1,798;1,011;410;531;101;365
Feb 1, 2020;8:15 PM;1,231;358;1,394;9,355;0;36;1,746;1,005;388;525;55;365
Feb 1, 2020;8:30 PM;1,228;359;1,394;9,402;0;36;1,682;1,006;381;520;67;365
Feb 1, 2020;8:45 PM;1,224;367;1,395;9,461;0;36;1,568;1,009;379;508;43;365
Feb 1, 2020;9:00 PM;1,224;356;1,393;9,492;0;36;1,532;1,012;383;472;136;364
Feb 1, 2020;9:15 PM;1,223;350;1,393;9,469;0;36;1,509;1,013;380;476;47;364
Feb 1, 2020;9:30 PM;1,224;350;1,393;9,336;0;36;1,490;1,014;379;476;38;365
Feb 1, 2020;9:45 PM;1,222;348;1,392;9,319;0;36;1,476;1,041;379;475;35;365
Feb 1, 2020;10:00 PM;1,224;350;1,393;9,137;0;36;1,484;1,075;382;482;86;366
Feb 1, 2020;10:15 PM;1,220;347;1,391;9,200;0;36;1,456;1,087;380;481;87;366
Feb 1, 2020;10:30 PM;1,219;347;1,392;9,239;0;36;1,456;1,095;375;481;36;366
Feb 1, 2020;10:45 PM;1,216;346;1,392;9,179;0;36;1,459;1,116;376;480;23;366
Feb 1, 2020;11:00 PM;1,222;360;1,124;8,953;0;36;1,461;1,139;377;480;221;365
Feb 1, 2020;11:15 PM;1,223;358;1,079;8,899;0;36;1,438;1,138;374;483;145;365
Feb 1, 2020;11:30 PM;1,224;358;1,054;8,716;0;36;1,417;1,017;371;478;202;365
Feb 1, 2020;11:45 PM;1,217;353;1,103;8,553;0;36;1,409;1,008;354;478;187;365
Feb 2, 2020;12:00 AM;1,214;353;1,070;8,704;0;36;1,407;1,014;311;479;79;280
Feb 2, 2020;12:15 AM;1,217;363;1,028;8,786;0;36;1,410;1,003;307;468;17;280
Feb 2, 2020;12:30 AM;1,212;363;980;8,714;0;36;1,412;1,010;306;469;32;280
Feb 2, 2020;12:45 AM;1,214;362;948;8,605;0;36;1,410;1,010;306;471;17;280
Feb 2, 2020;1:00 AM;1,210;361;936;8,577;0;36;1,408;1,016;308;467;10;280
Feb 2, 2020;1:15 AM;1,207;360;909;8,567;0;36;1,394;1,030;310;470;11;280
Feb 2, 2020;1:30 AM;1,210;370;838;8,499;0;36;1,408;1,024;311;476;19;280
Feb 2, 2020;1:45 AM;1,210;360;831;8,515;0;36;1,402;1,038;308;475;11;280
Feb 2, 2020;2:00 AM;1,209;368;786;8,515;0;36;1,414;1,064;305;481;13;280
Feb 2, 2020;2:15 AM;1,211;364;797;8,374;0;36;1,415;1,076;307;473;22;280
Feb 2, 2020;2:30 AM;1,213;370;789;8,335;0;36;1,415;1,057;305;469;44;280
Feb 2, 2020;2:45 AM;1,209;361;753;8,280;0;36;1,418;1,052;273;470;28;280
Feb 2, 2020;3:00 AM;1,211;361;817;8,111;0;36;1,417;1,058;224;467;21;280
Feb 2, 2020;3:15 AM;1,207;364;786;8,089;0;36;1,438;1,053;222;471;32;280
Feb 2, 2020;3:30 AM;1,206;356;778;8,159;0;36;1,462;1,059;222;463;12;280
Feb 2, 2020;3:45 AM;1,207;360;799;8,054;0;36;1,470;1,057;222;464;15;280
Feb 2, 2020;4:00 AM;1,206;365;833;7,919;0;36;1,491;1,061;220;461;11;280
Feb 2, 2020;4:15 AM;1,206;365;920;7,896;0;36;1,499;1,067;218;463;16;280
Feb 2, 2020;4:30 AM;1,207;367;964;7,880;0;36;1,516;1,066;219;462;20;280
Feb 2, 2020;4:45 AM;1,204;369;974;7,860;0;36;1,539;1,068;221;465;20;280
Feb 2, 2020;5:00 AM;1,204;369;934;7,727;0;36;1,558;1,065;221;458;20;280
Feb 2, 2020;5:15 AM;1,201;364;896;7,599;0;36;1,561;1,072;220;469;23;280
Feb 2, 2020;5:30 AM;1,207;361;862;7,476;0;36;1,574;1,079;221;476;71;278
Feb 2, 2020;5:45 AM;1,204;360;838;7,379;0;36;1,585;1,069;220;487;82;278
Feb 2, 2020;6:00 AM;1,208;356;858;7,160;0;36;1,617;1,078;221;496;15;278
Feb 2, 2020;6:15 AM;1,206;358;856;7,031;0;36;1,667;1,065;222;501;4;278
Feb 2, 2020;6:30 AM;1,195;356;796;6,938;0;36;1,731;1,063;222;500;1;278
Feb 2, 2020;6:45 AM;1,187;346;750;6,880;0;37;1,750;1,071;227;510;13;280
Feb 2, 2020;7:00 AM;1,179;342;865;6,747;0;38;1,762;1,058;230;522;3;285
Feb 2, 2020;7:15 AM;1,200;345;874;6,760;0;38;1,791;1,056;231;527;13;285
Feb 2, 2020;7:30 AM;1,205;349;842;6,654;1;38;1,875;1,062;233;527;53;286
Feb 2, 2020;7:45 AM;1,205;350;795;6,506;6;39;1,905;1,080;235;557;127;289
Feb 2, 2020;8:00 AM;1,208;347;757;6,337;47;40;1,923;1,156;236;613;24;290
Feb 2, 2020;8:15 AM;1,210;349;700;6,204;105;40;1,951;1,187;240;615;6;290
Feb 2, 2020;8:30 AM;1,207;351;610;6,001;178;39;1,958;1,227;232;613;16;289
Feb 2, 2020;8:45 AM;1,209;349;581;5,867;266;41;1,973;1,256;229;626;82;292
Feb 2, 2020;9:00 AM;1,209;348;554;5,724;360;42;1,978;1,333;227;627;65;294
Feb 2, 2020;9:15 AM;1,202;348;524;5,486;453;42;1,986;1,425;230;638;69;294
Feb 2, 2020;9:30 AM;1,203;352;519;5,315;539;42;1,988;1,474;230;631;102;293
Feb 2, 2020;9:45 AM;1,204;356;510;5,213;597;44;1,988;1,548;231;644;215;297
Feb 2, 2020;10:00 AM;1,207;355;457;5,104;628;44;1,991;1,627;232;664;156;299
Feb 2, 2020;10:15 AM;1,206;352;432;4,969;653;46;1,994;1,686;231;678;199;302
Feb 2, 2020;10:30 AM;1,199;352;400;4,833;714;47;1,996;1,712;233;684;339;304
Feb 2, 2020;10:45 AM;1,180;350;402;4,742;759;47;1,996;1,749;235;692;555;304
Feb 2, 2020;11:00 AM;1,151;344;402;4,605;781;47;2,002;1,790;239;688;589;304
Feb 2, 2020;11:15 AM;1,147;345;379;4,463;747;47;2,003;1,850;250;694;794;304
Feb 2, 2020;11:30 AM;1,164;352;362;4,345;776;47;2,003;1,877;253;686;1,102;304
Feb 2, 2020;11:45 AM;1,164;362;343;4,190;749;47;2,003;1,904;254;702;1,128;304
Feb 2, 2020;12:00 PM;1,164;349;318;4,087;753;47;2,003;1,939;261;722;633;304
Feb 2, 2020;12:15 PM;1,163;350;304;3,929;768;47;2,004;1,939;263;741;575;305
Feb 2, 2020;12:30 PM;626;351;296;3,805;765;47;2,003;1,946;259;745;624;305
Feb 2, 2020;12:45 PM;1,168;350;291;3,734;767;47;2,003;1,962;256;774;486;305
Feb 2, 2020;1:00 PM;1,191;354;282;3,673;732;47;2,003;1,964;256;779;175;305
Feb 2, 2020;1:15 PM;1,190;354;277;3,595;717;47;2,003;1,969;254;831;93;306
Feb 2, 2020;1:30 PM;1,188;362;267;3,460;661;47;2,003;1,965;241;829;139;306
Feb 2, 2020;1:45 PM;1,190;363;263;3,384;600;47;2,003;1,959;240;837;115;305
Feb 2, 2020;2:00 PM;1,187;364;261;3,328;567;47;2,003;1,959;233;831;225;308
Feb 2, 2020;2:15 PM;1,196;366;258;3,311;535;47;2,003;1,965;233;837;245;308
Feb 2, 2020;2:30 PM;1,201;365;254;3,332;480;47;2,003;1,961;226;830;345;308
Feb 2, 2020;2:45 PM;1,211;373;251;3,341;430;47;2,003;1,954;225;839;297;308
Feb 2, 2020;3:00 PM;1,209;382;246;3,374;373;47;2,002;1,945;228;841;357;308
Feb 2, 2020;3:15 PM;1,209;383;241;3,383;313;47;2,002;1,936;226;847;450;309
Feb 2, 2020;3:30 PM;1,211;390;228;3,417;242;47;2,001;1,948;223;836;452;309
Feb 2, 2020;3:45 PM;1,211;386;224;3,450;192;47;2,001;1,944;224;845;423;308
Feb 2, 2020;4:00 PM;1,215;374;221;3,547;136;47;2,000;1,952;228;841;598;308
Feb 2, 2020;4:15 PM;1,212;363;212;3,662;87;47;2,000;1,956;234;845;616;309
Feb 2, 2020;4:30 PM;1,211;365;209;3,735;49;47;2,000;1,953;238;839;811;309
Feb 2, 2020;4:45 PM;1,215;374;213;3,764;21;47;2,000;1,957;240;863;911;309
Feb 2, 2020;5:00 PM;1,212;373;207;3,790;5;47;1,998;1,958;239;885;732;310
Feb 2, 2020;5:15 PM;1,214;385;208;3,808;0;47;2,000;1,957;240;890;1,056;310
Feb 2, 2020;5:30 PM;1,221;384;203;3,850;0;47;1,999;1,957;239;887;1,319;310
Feb 2, 2020;5:45 PM;1,227;376;198;3,912;0;47;1,999;1,960;240;895;1,419;310
Feb 2, 2020;6:00 PM;1,230;412;186;3,978;0;47;1,998;1,959;242;895;1,432;311
Feb 2, 2020;6:15 PM;1,231;414;185;4,078;0;47;1,998;1,954;244;902;1,378;311
Feb 2, 2020;6:30 PM;1,231;412;175;4,195;0;47;1,998;1,959;254;902;1,308;311
Feb 2, 2020;6:45 PM;1,228;388;143;4,307;0;47;1,997;1,960;244;908;1,270;311
Feb 2, 2020;7:00 PM;1,235;376;122;4,362;0;47;1,996;1,957;241;904;1,172;311
Feb 2, 2020;7:15 PM;1,235;394;128;4,413;0;47;1,995;1,956;241;918;934;312
Feb 2, 2020;7:30 PM;1,237;377;128;4,526;0;47;1,994;1,959;235;912;765;313
Feb 2, 2020;7:45 PM;1,234;394;141;4,596;0;47;1,991;1,953;233;920;611;313
Feb 2, 2020;8:00 PM;1,239;450;138;4,677;0;47;1,994;1,937;231;891;991;312
Feb 2, 2020;8:15 PM;1,238;420;148;4,765;0;47;1,995;1,919;227;904;825;312
Feb 2, 2020;8:30 PM;1,240;390;160;4,809;0;47;1,995;1,884;227;897;607;312
Feb 2, 2020;8:45 PM;1,237;385;174;4,907;0;47;1,994;1,841;228;888;568;312
Feb 2, 2020;9:00 PM;1,234;422;186;4,958;0;47;1,995;1,790;246;850;416;312
Feb 2, 2020;9:15 PM;1,236;395;198;5,002;0;47;1,996;1,767;253;864;398;312
Feb 2, 2020;9:30 PM;1,232;391;212;5,025;0;47;1,996;1,794;258;855;352;312
Feb 2, 2020;9:45 PM;1,229;391;267;5,036;0;47;1,996;1,785;258;857;256;312
Feb 2, 2020;10:00 PM;1,228;404;324;4,999;0;47;1,996;1,725;257;841;123;312
Feb 2, 2020;10:15 PM;1,228;394;423;5,010;0;47;1,997;1,709;257;843;29;312
Feb 2, 2020;10:30 PM;1,229;395;529;4,982;0;47;1,998;1,695;257;841;31;312
Feb 2, 2020;10:45 PM;1,229;430;592;4,981;0;47;1,997;1,619;255;833;22;311
Feb 2, 2020;11:00 PM;1,223;452;608;4,915;0;45;1,993;1,444;252;815;90;307
Feb 2, 2020;11:15 PM;1,223;445;557;4,892;0;45;1,987;1,393;252;782;27;307
Feb 2, 2020;11:30 PM;1,224;486;515;4,900;0;45;1,983;1,371;250;728;70;307
Feb 2, 2020;11:45 PM;1,226;476;487;4,893;0;45;1,983;1,318;246;686;50;306
Feb 3, 2020;12:00 AM;1,217;496;403;4,864;0;43;1,996;1,230;227;679;89;301
Feb 3, 2020;12:15 AM;1,221;444;397;4,781;0;43;1,998;1,244;214;689;75;301
Feb 3, 2020;12:30 AM;1,221;426;425;4,777;0;43;1,993;1,250;212;690;24;301
Feb 3, 2020;12:45 AM;1,221;420;510;4,720;0;43;1,995;1,269;208;682;12;346
Feb 3, 2020;1:00 AM;1,211;422;622;4,682;0;43;1,996;1,337;208;682;8;361
Feb 3, 2020;1:15 AM;1,207;424;772;4,653;0;43;1,997;1,341;206;675;9;313
Feb 3, 2020;1:30 AM;1,214;429;816;4,636;0;43;1,996;1,346;213;666;9;301
Feb 3, 2020;1:45 AM;1,212;429;803;4,654;0;43;1,996;1,334;211;647;8;301
Feb 3, 2020;2:00 AM;1,213;434;734;4,658;0;43;1,985;1,271;207;598;9;383
Feb 3, 2020;2:15 AM;1,214;434;708;4,725;0;43;1,980;1,260;208;602;8;383
Feb 3, 2020;2:30 AM;1,215;440;650;4,795;0;43;1,980;1,231;207;601;9;383
Feb 3, 2020;2:45 AM;1,211;441;645;4,859;0;43;1,980;1,222;209;610;9;383
Feb 3, 2020;3:00 AM;1,212;469;632;4,970;0;43;1,987;1,233;210;621;33;383
Feb 3, 2020;3:15 AM;1,208;466;648;5,126;0;43;1,988;1,235;210;634;17;383
Feb 3, 2020;3:30 AM;1,208;459;679;5,227;0;43;1,987;1,237;209;634;10;383
Feb 3, 2020;3:45 AM;1,207;463;725;5,283;0;43;1,977;1,244;213;625;9;383
Feb 3, 2020;4:00 AM;1,210;469;801;5,340;0;43;1,968;1,287;215;626;8;382
Feb 3, 2020;4:15 AM;1,207;472;896;5,296;0;43;1,974;1,283;218;620;8;383
Feb 3, 2020;4:30 AM;1,209;479;1,003;5,318;0;43;1,947;1,250;221;630;12;382
Feb 3, 2020;4:45 AM;1,210;472;1,129;5,309;0;43;1,935;1,220;237;638;10;382
Feb 3, 2020;5:00 AM;1,210;479;1,208;5,213;0;43;1,913;1,214;262;657;9;384
Feb 3, 2020;5:15 AM;1,207;488;1,262;5,218;0;43;1,909;1,250;298;695;10;384
Feb 3, 2020;5:30 AM;1,205;505;1,287;5,273;0;43;1,911;1,310;315;744;12;384
Feb 3, 2020;5:45 AM;1,207;496;1,277;5,382;0;43;1,926;1,356;341;800;10;382
Feb 3, 2020;6:00 AM;1,207;503;1,267;5,833;0;45;1,935;1,406;355;864;18;396
Feb 3, 2020;6:15 AM;1,204;502;1,261;6,010;0;45;1,929;1,522;382;912;22;397
Feb 3, 2020;6:30 AM;1,204;503;1,246;6,068;0;45;1,966;1,609;392;971;41;397
Feb 3, 2020;6:45 AM;1,205;513;1,237;6,153;0;45;1,970;1,749;387;1,098;116;397
Feb 3, 2020;7:00 AM;1,206;506;1,227;6,237;0;46;1,996;1,867;423;1,185;616;401
Feb 3, 2020;7:15 AM;1,208;523;1,239;6,295;0;48;1,999;1,954;437;1,202;873;405
Feb 3, 2020;7:30 AM;1,202;516;1,243;6,267;0;48;1,998;1,932;438;1,213;1,072;402
Feb 3, 2020;7:45 AM;1,203;513;1,227;6,217;4;48;1,998;1,976;450;1,236;1,158;402
Feb 3, 2020;8:00 AM;1,203;530;1,227;6,180;16;48;1,998;2,140;509;1,284;1,330;400
Feb 3, 2020;8:15 AM;1,206;548;1,232;6,108;40;48;1,999;2,269;515;1,290;1,386;400
Feb 3, 2020;8:30 AM;1,191;540;1,235;6,120;77;48;1,999;2,347;513;1,289;1,289;400
Feb 3, 2020;8:45 AM;1,202;518;1,239;6,088;125;48;1,997;2,382;517;1,289;1,099;400
Feb 3, 2020;9:00 AM;1,219;530;1,247;6,107;190;48;1,982;2,404;524;1,307;1,187;401
Feb 3, 2020;9:15 AM;1,201;518;1,240;6,103;282;48;1,978;2,424;524;1,316;1,115;401
Feb 3, 2020;9:30 AM;1,184;504;1,247;6,162;372;48;1,977;2,434;524;1,310;1,095;401
Feb 3, 2020;9:45 AM;1,189;501;1,256;6,223;466;48;1,969;2,403;525;1,307;937;401
Feb 3, 2020;10:00 AM;1,187;500;1,253;6,281;558;48;1,976;2,314;526;1,312;824;401
Feb 3, 2020;10:15 AM;1,186;504;1,268;6,345;643;48;1,977;2,294;526;1,309;752;401
Feb 3, 2020;10:30 AM;1,189;499;1,263;6,470;731;48;1,975;2,295;527;1,306;693;401
Feb 3, 2020;10:45 AM;1,189;495;1,249;6,535;821;48;1,975;2,288;508;1,308;585;401
Feb 3, 2020;11:00 AM;1,175;493;1,235;6,598;873;48;1,974;2,300;437;1,303;390;401
Feb 3, 2020;11:15 AM;1,169;492;1,212;6,544;961;48;1,975;2,284;429;1,304;290;401
Feb 3, 2020;11:30 AM;1,173;496;1,224;6,596;1,028;48;1,975;2,265;426;1,304;296;401
Feb 3, 2020;11:45 AM;1,175;500;1,241;6,637;1,067;48;1,973;2,241;423;1,308;238;401
Feb 3, 2020;12:00 PM;1,178;529;1,211;6,724;1,125;47;1,965;2,161;416;1,297;340;400
Feb 3, 2020;12:15 PM;1,172;530;1,177;6,821;1,143;47;1,954;2,146;413;1,303;380;400
Feb 3, 2020;12:30 PM;1,179;521;1,189;6,858;1,137;47;1,954;2,134;417;1,301;385;400
Feb 3, 2020;12:45 PM;1,175;504;1,193;6,916;1,081;47;1,945;2,116;423;1,299;296;400
Feb 3, 2020;1:00 PM;1,179;500;1,197;6,996;1,052;47;1,933;2,127;430;1,294;358;399
Feb 3, 2020;1:15 PM;1,175;502;1,204;6,991;1,014;47;1,928;2,101;430;1,294;359;399
Feb 3, 2020;1:30 PM;1,177;492;1,208;7,074;980;47;1,925;2,094;424;1,289;173;399
Feb 3, 2020;1:45 PM;1,176;487;1,213;7,157;905;47;1,900;2,071;421;1,288;125;399
Feb 3, 2020;2:00 PM;1,181;496;1,208;7,236;836;47;1,911;2,130;412;1,281;137;398
Feb 3, 2020;2:15 PM;1,181;494;1,164;7,267;766;47;1,913;2,143;425;1,281;195;398
Feb 3, 2020;2:30 PM;1,179;493;1,162;7,251;692;47;1,903;2,127;438;1,274;226;394
Feb 3, 2020;2:45 PM;1,179;506;1,165;7,218;594;47;1,895;2,148;463;1,279;216;391
Feb 3, 2020;3:00 PM;1,180;528;1,164;7,258;501;47;1,880;2,170;466;1,294;241;392
Feb 3, 2020;3:15 PM;1,178;499;1,162;7,188;432;47;1,879;2,224;485;1,296;191;391
Feb 3, 2020;3:30 PM;1,177;488;1,162;7,256;341;47;1,880;2,250;499;1,300;192;392
Feb 3, 2020;3:45 PM;1,178;490;1,164;7,128;284;47;1,880;2,295;506;1,305;175;393
Feb 3, 2020;4:00 PM;1,181;480;1,166;7,061;221;47;1,875;2,372;520;1,301;131;397
Feb 3, 2020;4:15 PM;-;-;1,166;-;-;-;-;-;-;-;-;-
Feb 3, 2020;4:30 PM;-;-;1,164;-;-;-;-;-;-;-;-;-
Feb 3, 2020;4:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;5:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;5:15 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;5:30 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;5:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;6:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;6:15 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;6:30 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;6:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;7:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;7:15 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;7:30 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;7:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;8:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;8:15 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;8:30 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;8:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;9:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;9:15 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;9:30 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;9:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;10:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;10:15 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;10:30 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;10:45 PM;-;-;-;-;-;-;-;-;-;-;-;-
Feb 3, 2020;11:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
