Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jan 29, 2020;9:00 AM;1,196;347;1,400;7,924;257;50;1,949;1,797;1,217;1,831;594;385
Jan 29, 2020;9:15 AM;1,195;344;1,385;8,005;347;50;1,922;1,795;1,223;1,815;572;385
Jan 29, 2020;9:30 AM;1,202;341;1,388;8,087;454;50;1,909;1,811;1,218;1,780;434;385
Jan 29, 2020;9:45 AM;1,204;340;1,403;8,057;528;50;1,883;1,824;1,186;1,851;359;385
Jan 29, 2020;10:00 AM;1,203;340;1,390;8,146;618;50;1,879;1,817;1,183;1,926;369;386
Jan 29, 2020;10:15 AM;1,202;355;1,373;8,155;698;50;1,878;1,809;1,195;1,938;347;386
Jan 29, 2020;10:30 AM;1,203;354;1,351;8,235;788;50;1,872;1,807;1,174;1,939;284;386
Jan 29, 2020;10:45 AM;1,204;351;1,341;8,194;853;50;1,864;1,795;1,169;1,942;212;386
Jan 29, 2020;11:00 AM;1,202;360;1,349;8,242;931;50;1,861;1,838;1,148;1,929;216;386
Jan 29, 2020;11:15 AM;1,199;364;1,345;8,232;973;50;1,864;1,831;1,130;1,929;176;386
Jan 29, 2020;11:30 AM;1,203;358;1,354;8,154;1,036;49;1,863;1,830;1,121;1,931;148;386
Jan 29, 2020;11:45 AM;1,203;357;1,372;8,115;1,082;49;1,860;1,806;1,102;1,932;101;386
Jan 29, 2020;12:00 PM;1,206;359;1,371;8,127;1,144;49;1,855;1,809;1,078;1,925;233;386
Jan 29, 2020;12:15 PM;1,206;339;1,390;8,118;1,167;49;1,847;1,800;1,093;1,924;149;385
Jan 29, 2020;12:30 PM;1,207;335;1,381;8,163;1,183;47;1,838;1,801;1,094;1,922;90;382
Jan 29, 2020;12:45 PM;1,212;331;1,396;8,096;1,187;47;1,839;1,770;1,108;1,906;87;382
Jan 29, 2020;1:00 PM;1,210;333;1,395;8,145;1,202;47;1,839;1,745;1,123;1,878;97;381
Jan 29, 2020;1:15 PM;1,209;333;1,400;8,078;1,155;47;1,845;1,737;1,109;1,887;115;381
Jan 29, 2020;1:30 PM;1,209;332;1,415;7,959;1,133;47;1,847;1,757;1,102;1,856;115;381
Jan 29, 2020;1:45 PM;1,208;332;1,408;7,898;1,087;47;1,845;1,747;1,094;1,854;94;381
Jan 29, 2020;2:00 PM;1,208;333;1,416;7,933;1,047;47;1,845;1,774;1,060;1,844;69;381
Jan 29, 2020;2:15 PM;1,212;337;1,414;7,802;1,014;47;1,846;1,797;1,063;1,813;75;381
Jan 29, 2020;2:30 PM;1,209;337;1,410;7,816;938;47;1,846;1,798;1,058;1,810;86;381
Jan 29, 2020;2:45 PM;1,208;336;1,388;7,788;845;47;1,846;1,801;1,057;1,815;106;381
Jan 29, 2020;3:00 PM;1,212;337;1,391;7,840;757;48;1,867;1,787;1,023;1,823;44;383
Jan 29, 2020;3:15 PM;1,215;342;1,400;7,797;662;48;1,866;1,784;1,035;1,841;55;384
Jan 29, 2020;3:30 PM;1,212;352;1,382;7,680;551;49;1,871;1,807;1,056;1,838;74;386
Jan 29, 2020;3:45 PM;1,212;343;1,393;7,654;448;50;1,869;1,813;1,117;1,861;150;387
Jan 29, 2020;4:00 PM;1,215;340;1,389;7,535;329;50;1,865;1,830;1,154;1,887;103;387
Jan 29, 2020;4:15 PM;1,209;339;1,383;7,606;205;50;1,870;1,858;1,184;1,906;131;387
Jan 29, 2020;4:30 PM;1,214;339;1,401;7,537;102;50;1,870;1,856;1,210;1,930;222;387
Jan 29, 2020;4:45 PM;1,219;340;1,379;7,533;37;50;1,870;1,868;1,242;1,957;435;387
Jan 29, 2020;5:00 PM;1,468;342;1,390;7,393;4;50;1,866;1,903;1,266;1,879;641;387
Jan 29, 2020;5:15 PM;1,215;350;1,477;7,317;0;50;1,869;1,931;1,271;1,835;918;387
Jan 29, 2020;5:30 PM;1,215;360;1,471;7,345;0;50;1,869;1,932;1,269;1,841;1,015;387
Jan 29, 2020;5:45 PM;1,216;360;1,465;7,392;0;50;1,870;1,938;1,239;1,890;1,132;387
Jan 29, 2020;6:00 PM;1,224;346;1,462;7,401;0;50;1,870;2,012;1,195;1,869;1,209;387
Jan 29, 2020;6:15 PM;1,223;343;1,455;7,405;0;50;1,869;2,035;1,182;1,835;1,143;387
Jan 29, 2020;6:30 PM;1,226;339;1,439;7,398;0;50;1,870;2,052;1,165;1,831;1,091;387
Jan 29, 2020;6:45 PM;1,224;350;1,446;7,375;0;50;1,870;2,052;1,168;1,804;1,072;387
Jan 29, 2020;7:00 PM;1,229;350;1,456;7,369;0;50;1,870;2,039;1,175;1,807;1,096;387
Jan 29, 2020;7:15 PM;1,227;338;1,475;7,343;0;50;1,869;2,021;1,167;1,811;898;387
Jan 29, 2020;7:30 PM;1,225;338;1,483;7,318;0;50;1,868;2,019;1,159;1,748;692;387
Jan 29, 2020;7:45 PM;1,219;341;1,480;7,253;0;50;1,869;2,009;1,153;1,737;543;387
Jan 29, 2020;8:00 PM;1,222;336;1,487;7,300;0;50;1,880;1,972;1,103;1,659;353;388
Jan 29, 2020;8:15 PM;1,220;334;1,493;7,319;0;50;1,877;1,975;1,079;1,598;226;388
Jan 29, 2020;8:30 PM;1,229;337;1,428;7,274;0;50;1,879;1,978;1,043;1,592;131;388
Jan 29, 2020;8:45 PM;1,225;335;1,427;7,334;0;50;1,860;1,909;999;1,554;182;388
Jan 29, 2020;9:00 PM;1,226;340;1,430;7,353;0;50;1,859;1,945;949;1,513;149;389
Jan 29, 2020;9:15 PM;1,229;340;1,433;7,338;0;50;1,870;1,914;884;1,490;108;389
Jan 29, 2020;9:30 PM;1,226;337;1,430;7,318;0;50;1,869;1,874;876;1,414;126;389
Jan 29, 2020;9:45 PM;1,219;335;1,369;7,331;0;50;1,867;1,807;864;1,303;75;389
Jan 29, 2020;10:00 PM;1,224;341;1,358;7,103;0;50;1,872;1,761;867;1,195;293;388
Jan 29, 2020;10:15 PM;1,224;347;1,359;7,063;0;50;1,870;1,733;849;1,202;147;388
Jan 29, 2020;10:30 PM;1,230;354;1,350;7,022;0;50;1,870;1,721;826;1,204;82;388
Jan 29, 2020;10:45 PM;1,225;358;1,259;6,999;0;50;1,871;1,631;814;1,142;87;388
Jan 29, 2020;11:00 PM;1,223;370;1,259;6,977;0;50;1,868;1,544;813;1,060;207;387
Jan 29, 2020;11:15 PM;1,223;350;1,262;6,995;0;50;1,867;1,529;793;1,018;66;387
Jan 29, 2020;11:30 PM;1,221;362;1,261;7,003;0;50;1,865;1,527;772;1,020;27;387
Jan 29, 2020;11:45 PM;1,221;367;1,262;6,972;0;50;1,862;1,529;765;988;20;387
Jan 30, 2020;12:00 AM;1,220;379;1,261;6,947;0;50;1,856;1,596;727;854;33;389
Jan 30, 2020;12:15 AM;1,213;368;1,259;6,924;0;50;1,837;1,589;688;819;34;388
Jan 30, 2020;12:30 AM;1,217;368;1,258;6,947;0;50;1,837;1,588;676;797;40;388
Jan 30, 2020;12:45 AM;1,214;360;1,258;6,915;0;50;1,835;1,580;670;788;14;388
Jan 30, 2020;1:00 AM;1,212;374;1,259;6,936;0;50;1,838;1,555;681;749;32;389
Jan 30, 2020;1:15 AM;1,212;353;1,258;7,024;0;50;1,837;1,518;695;755;30;387
Jan 30, 2020;1:30 AM;1,214;361;1,257;7,075;0;50;1,838;1,517;695;746;13;387
Jan 30, 2020;1:45 AM;1,215;363;1,258;7,128;0;50;1,851;1,459;693;739;13;387
Jan 30, 2020;2:00 AM;1,215;372;1,259;7,145;0;50;1,872;1,354;665;776;45;387
Jan 30, 2020;2:15 AM;1,207;375;1,261;7,188;0;50;1,871;1,353;651;784;45;387
Jan 30, 2020;2:30 AM;1,211;350;1,260;7,309;0;50;1,877;1,375;650;777;19;387
Jan 30, 2020;2:45 AM;1,211;351;1,257;7,321;0;50;1,877;1,362;655;781;4;387
Jan 30, 2020;3:00 AM;1,211;361;1,260;7,244;0;50;1,879;1,360;649;743;2;387
Jan 30, 2020;3:15 AM;1,210;351;1,262;7,315;0;50;1,878;1,389;645;751;12;387
Jan 30, 2020;3:30 AM;1,213;352;1,260;7,346;0;50;1,878;1,399;645;741;70;387
Jan 30, 2020;3:45 AM;1,209;351;1,257;7,484;0;50;1,877;1,392;639;748;70;387
Jan 30, 2020;4:00 AM;1,207;351;1,173;7,575;0;50;1,866;1,404;629;745;17;387
Jan 30, 2020;4:15 AM;1,205;350;1,156;7,659;0;50;1,866;1,412;626;753;17;387
Jan 30, 2020;4:30 AM;1,206;349;1,155;7,691;0;50;1,863;1,419;622;775;17;387
Jan 30, 2020;4:45 AM;1,204;347;1,156;7,761;0;50;1,860;1,414;646;820;11;387
Jan 30, 2020;5:00 AM;1,207;357;1,156;7,817;0;50;1,846;1,450;685;888;1;388
Jan 30, 2020;5:15 AM;1,204;353;1,159;7,871;0;50;1,834;1,549;709;913;2;388
Jan 30, 2020;5:30 AM;1,204;350;1,161;7,950;0;50;1,834;1,596;728;926;1;388
Jan 30, 2020;5:45 AM;1,204;376;1,161;8,024;0;50;1,837;1,711;755;982;26;388
Jan 30, 2020;6:00 AM;1,202;357;1,161;8,284;0;50;1,809;1,841;797;1,052;1;387
Jan 30, 2020;6:15 AM;1,200;363;1,161;8,277;0;50;1,831;1,929;878;1,184;36;386
Jan 30, 2020;6:30 AM;1,203;364;1,160;8,245;0;50;1,857;1,992;936;1,383;42;386
Jan 30, 2020;6:45 AM;1,200;363;1,161;8,203;0;50;1,859;2,026;993;1,464;95;386
Jan 30, 2020;7:00 AM;1,207;350;1,161;8,191;0;50;1,829;2,077;1,039;1,519;84;398
Jan 30, 2020;7:15 AM;1,204;350;1,161;8,223;0;50;1,812;2,101;1,076;1,532;306;398
Jan 30, 2020;7:30 AM;1,207;364;1,162;8,218;0;50;1,817;2,130;1,096;1,534;428;398
Jan 30, 2020;7:45 AM;1,207;362;1,161;8,215;1;50;1,820;2,226;1,101;1,539;593;399
Jan 30, 2020;8:00 AM;1,209;369;1,162;8,137;23;50;1,826;2,303;1,092;1,556;719;399
Jan 30, 2020;8:15 AM;1,206;371;1,181;8,110;88;50;1,830;2,325;1,081;1,560;734;399
Jan 30, 2020;8:30 AM;1,206;373;1,258;8,071;190;50;1,833;2,316;1,082;1,553;677;399
Jan 30, 2020;8:45 AM;1,210;355;1,312;8,059;328;50;1,833;2,287;1,088;1,546;501;399
Jan 30, 2020;9:00 AM;1,204;352;1,333;7,991;497;50;1,833;2,264;1,093;1,518;363;399
Jan 30, 2020;9:15 AM;1,208;362;1,287;7,870;651;50;1,833;2,292;1,089;1,521;310;399
Jan 30, 2020;9:30 AM;1,216;354;1,285;7,850;845;50;1,833;2,288;1,085;1,505;248;399
Jan 30, 2020;9:45 AM;1,211;355;1,287;7,742;1,021;50;1,834;2,271;1,072;1,498;213;399
Jan 30, 2020;10:00 AM;1,218;354;1,334;7,646;1,187;50;1,840;2,256;1,060;1,476;166;399
Jan 30, 2020;10:15 AM;1,217;354;1,335;7,618;1,366;50;1,839;2,231;1,039;1,482;107;399
Jan 30, 2020;10:30 AM;1,214;345;1,335;7,655;1,536;50;1,841;2,228;1,054;1,463;69;398
Jan 30, 2020;10:45 AM;1,214;342;1,336;7,616;1,729;50;1,837;2,211;1,058;1,471;36;398
Jan 30, 2020;11:00 AM;1,216;359;1,336;7,551;1,924;50;1,833;2,221;1,054;1,462;27;398
Jan 30, 2020;11:15 AM;1,211;360;1,336;7,482;2,125;50;1,835;2,192;1,048;1,445;21;398
Jan 30, 2020;11:30 AM;1,216;360;1,335;7,402;2,263;50;1,834;2,140;1,049;1,435;48;398
Jan 30, 2020;11:45 AM;1,212;348;1,333;7,437;2,414;50;1,833;2,078;1,024;1,446;57;398
Jan 30, 2020;12:00 PM;1,214;351;1,333;7,463;2,448;50;1,825;2,022;991;1,338;66;398
Jan 30, 2020;12:15 PM;1,214;338;1,330;7,482;2,444;50;1,815;1,935;975;1,350;42;398
Jan 30, 2020;12:30 PM;1,216;355;1,347;7,428;2,418;50;1,818;1,916;966;1,328;114;398
Jan 30, 2020;12:45 PM;1,215;352;1,383;7,333;2,371;50;1,818;1,906;955;1,316;203;398
Jan 30, 2020;1:00 PM;1,215;338;1,375;7,247;2,309;49;1,816;1,897;931;1,352;134;398
Jan 30, 2020;1:15 PM;1,218;352;1,374;7,105;2,227;50;1,811;1,901;952;1,370;140;398
Jan 30, 2020;1:30 PM;1,217;344;1,379;7,024;2,086;49;1,816;1,933;968;1,366;184;398
Jan 30, 2020;1:45 PM;1,213;337;1,376;6,735;1,948;49;1,816;1,949;973;1,372;243;398
Jan 30, 2020;2:00 PM;1,219;337;1,379;6,605;1,756;49;1,833;1,999;965;1,419;695;398
Jan 30, 2020;2:15 PM;1,220;347;1,376;6,428;1,593;49;1,852;2,111;952;1,401;697;398
Jan 30, 2020;2:30 PM;1,221;361;1,374;6,310;1,392;49;1,858;2,165;970;1,392;759;398
Jan 30, 2020;2:45 PM;1,219;374;1,374;6,159;1,204;49;1,861;2,207;1,003;1,388;894;400
Jan 30, 2020;3:00 PM;1,220;343;1,366;6,014;1,031;49;1,869;2,319;1,054;1,403;825;400
Jan 30, 2020;3:15 PM;1,222;364;1,363;5,868;841;50;1,871;2,354;1,096;1,429;962;400
Jan 30, 2020;3:30 PM;1,221;354;1,403;5,794;668;49;1,876;2,375;1,121;1,429;1,149;400
Jan 30, 2020;3:45 PM;1,220;370;1,423;5,687;506;49;1,897;2,383;1,128;1,433;1,233;398
Jan 30, 2020;4:00 PM;1,218;350;1,412;5,577;359;49;1,908;2,449;1,128;1,435;950;395
Jan 30, 2020;4:15 PM;1,219;354;1,407;5,504;227;49;1,924;2,470;1,164;1,439;934;393
Jan 30, 2020;4:30 PM;1,220;348;1,450;5,535;116;49;1,941;2,480;1,177;1,436;1,157;388
Jan 30, 2020;4:45 PM;1,219;359;1,466;5,623;39;49;1,960;2,481;1,185;1,440;1,094;392
Jan 30, 2020;5:00 PM;1,218;360;1,532;5,733;3;50;1,961;2,520;1,209;1,458;1,111;397
Jan 30, 2020;5:15 PM;1,216;362;1,541;5,839;0;49;1,959;2,542;1,258;1,453;1,308;398
Jan 30, 2020;5:30 PM;1,219;357;1,541;5,943;0;49;1,958;2,516;1,278;1,449;1,423;396
Jan 30, 2020;5:45 PM;1,216;360;1,547;5,989;0;50;1,953;2,485;1,283;1,463;1,512;400
Jan 30, 2020;6:00 PM;1,211;359;1,565;6,118;0;50;1,947;2,460;1,274;1,463;1,440;398
Jan 30, 2020;6:15 PM;1,211;354;1,560;6,251;0;50;1,940;2,449;1,268;1,494;1,312;397
Jan 30, 2020;6:30 PM;1,216;355;1,561;6,390;0;50;1,936;2,440;1,260;1,484;1,163;398
Jan 30, 2020;6:45 PM;1,220;360;1,559;6,501;0;50;1,931;2,453;1,188;1,483;1,010;400
Jan 30, 2020;7:00 PM;1,219;366;1,559;6,678;0;50;1,923;2,454;1,125;1,471;1,060;398
Jan 30, 2020;7:15 PM;1,222;355;1,556;6,871;0;50;1,915;2,421;1,030;1,472;841;397
Jan 30, 2020;7:30 PM;1,226;353;1,554;7,116;0;50;1,915;2,390;929;1,455;634;391
Jan 30, 2020;7:45 PM;1,229;359;1,553;7,302;0;50;1,915;2,294;903;1,392;509;395
Jan 30, 2020;8:00 PM;1,230;366;1,555;7,543;0;50;1,891;2,070;877;1,214;727;396
Jan 30, 2020;8:15 PM;1,230;352;1,554;7,813;0;50;1,870;1,980;814;1,138;500;396
Jan 30, 2020;8:30 PM;1,231;350;1,546;8,070;0;50;1,844;1,897;755;1,138;335;397
Jan 30, 2020;8:45 PM;1,230;350;1,429;8,188;0;50;1,830;1,753;699;1,126;286;396
Jan 30, 2020;9:00 PM;1,232;357;1,422;8,320;0;49;1,799;1,609;670;1,121;113;395
Jan 30, 2020;9:15 PM;1,232;349;1,418;8,487;0;49;1,756;1,537;624;1,107;79;394
Jan 30, 2020;9:30 PM;1,236;350;1,415;8,632;0;49;1,720;1,475;615;1,064;65;394
Jan 30, 2020;9:45 PM;1,231;349;1,424;8,673;0;49;1,693;1,445;595;984;64;394
Jan 30, 2020;10:00 PM;1,231;370;1,428;8,510;0;49;1,672;1,504;593;872;203;395
Jan 30, 2020;10:15 PM;1,228;368;1,399;8,658;0;49;1,651;1,449;589;844;139;393
Jan 30, 2020;10:30 PM;1,227;364;1,354;8,803;0;49;1,612;1,459;580;838;98;393
Jan 30, 2020;10:45 PM;1,230;354;1,351;8,875;0;47;1,538;1,462;583;782;39;389
Jan 30, 2020;11:00 PM;1,229;361;1,349;8,849;0;46;1,476;1,511;502;757;114;387
Jan 30, 2020;11:15 PM;1,229;359;1,350;8,983;0;44;1,451;1,495;491;737;31;382
Jan 30, 2020;11:30 PM;1,230;353;1,348;9,105;0;41;1,446;1,470;486;685;19;376
Jan 30, 2020;11:45 PM;1,227;350;1,353;9,189;0;40;1,454;1,418;470;635;15;374
Jan 31, 2020;12:00 AM;1,223;355;1,356;9,246;0;40;1,475;1,275;441;543;29;365
Jan 31, 2020;12:15 AM;1,226;359;1,357;9,309;0;40;1,468;1,230;432;538;17;365
Jan 31, 2020;12:30 AM;1,225;355;1,359;9,423;0;40;1,459;1,233;434;539;11;365
Jan 31, 2020;12:45 AM;1,224;345;1,361;9,462;0;40;1,422;1,230;435;546;22;365
Jan 31, 2020;1:00 AM;1,219;347;1,363;9,493;0;40;1,398;1,244;438;531;25;365
Jan 31, 2020;1:15 AM;1,214;346;1,363;9,438;0;40;1,374;1,195;438;529;23;366
Jan 31, 2020;1:30 AM;1,220;348;1,363;9,450;0;40;1,371;1,208;440;528;9;366
Jan 31, 2020;1:45 AM;1,216;349;1,362;9,400;0;39;1,367;1,200;443;530;2;365
Jan 31, 2020;2:00 AM;1,215;349;1,361;9,442;0;39;1,361;1,191;445;527;2;362
Jan 31, 2020;2:15 AM;1,216;347;1,359;9,417;0;39;1,340;1,179;445;521;2;362
Jan 31, 2020;2:30 AM;1,216;348;1,357;9,406;0;39;1,334;1,174;443;523;4;362
Jan 31, 2020;2:45 AM;1,215;347;1,358;9,407;0;38;1,301;1,171;444;521;2;362
Jan 31, 2020;3:00 AM;1,212;348;1,359;9,408;0;38;1,287;1,174;441;514;1;361
Jan 31, 2020;3:15 AM;1,213;347;1,360;9,342;0;38;1,289;1,170;444;519;4;361
Jan 31, 2020;3:30 AM;1,214;350;1,359;9,352;0;38;1,316;1,179;444;518;19;361
Jan 31, 2020;3:45 AM;1,211;349;1,361;9,325;0;38;1,352;1,198;440;524;11;360
Jan 31, 2020;4:00 AM;1,211;356;1,360;9,040;0;38;1,369;1,210;445;535;17;361
Jan 31, 2020;4:15 AM;1,211;369;1,361;9,043;0;38;1,407;1,213;444;538;20;361
Jan 31, 2020;4:30 AM;1,211;371;1,364;8,875;0;38;1,433;1,216;464;529;6;361
Jan 31, 2020;4:45 AM;1,210;369;1,364;8,867;0;39;1,455;1,231;478;533;3;363
Jan 31, 2020;5:00 AM;1,212;356;1,365;8,896;0;40;1,481;1,277;534;549;3;365
Jan 31, 2020;5:15 AM;1,207;351;1,364;8,958;0;40;1,533;1,280;593;558;3;365
Jan 31, 2020;5:30 AM;1,205;354;1,362;8,926;0;40;1,605;1,290;615;555;43;365
Jan 31, 2020;5:45 AM;1,203;370;1,364;8,895;0;40;1,657;1,327;630;596;160;367
Jan 31, 2020;6:00 AM;1,206;351;1,295;9,000;0;41;1,688;1,469;643;679;49;380
Jan 31, 2020;6:15 AM;1,203;365;1,237;8,896;0;41;1,727;1,519;668;739;156;380
Jan 31, 2020;6:30 AM;1,204;364;1,233;8,809;0;42;1,747;1,594;715;838;320;381
Jan 31, 2020;6:45 AM;1,194;375;1,232;8,682;0;45;1,767;1,711;803;1,020;396;389
Jan 31, 2020;7:00 AM;1,197;343;1,226;8,550;0;49;1,789;1,792;834;1,107;461;395
Jan 31, 2020;7:15 AM;1,199;351;1,220;8,420;0;49;1,812;1,961;871;1,161;572;397
Jan 31, 2020;7:30 AM;1,196;356;1,202;8,305;1;49;1,828;2,070;896;1,185;856;397
Jan 31, 2020;7:45 AM;1,185;352;1,251;8,181;2;49;1,844;2,129;864;1,206;992;397
Jan 31, 2020;8:00 AM;1,188;346;1,235;8,035;17;49;1,842;2,148;850;1,217;1,050;397
Jan 31, 2020;8:15 AM;1,191;345;1,258;7,947;48;49;1,846;2,149;872;1,222;1,205;397
Jan 31, 2020;8:30 AM;1,190;341;1,337;7,942;107;49;1,842;2,147;882;1,218;1,187;397
Jan 31, 2020;8:45 AM;1,198;334;1,318;7,825;188;49;1,812;2,129;888;1,219;1,177;397
Jan 31, 2020;9:00 AM;1,199;335;1,308;7,699;295;49;1,799;2,106;869;1,215;1,151;397
Jan 31, 2020;9:15 AM;1,196;335;1,362;7,693;429;48;1,795;2,108;841;1,215;1,232;395
Jan 31, 2020;9:30 AM;1,205;332;1,381;7,680;546;48;1,799;2,063;810;1,216;1,110;393
Jan 31, 2020;9:45 AM;1,205;332;1,338;7,734;693;48;1,807;2,031;790;1,209;1,014;393
Jan 31, 2020;10:00 AM;1,208;331;1,398;7,781;822;48;1,816;2,056;759;1,154;932;394
Jan 31, 2020;10:15 AM;1,208;332;1,409;7,690;979;46;1,819;2,066;738;1,148;741;390
Jan 31, 2020;10:30 AM;1,207;333;1,406;7,671;1,132;45;1,819;2,057;731;1,141;775;384
Jan 31, 2020;10:45 AM;1,208;331;1,420;7,740;1,295;44;1,819;2,015;709;1,148;664;383
Jan 31, 2020;11:00 AM;1,216;331;1,418;7,737;1,430;45;1,824;1,996;697;1,112;672;384
Jan 31, 2020;11:15 AM;1,218;329;1,431;7,763;1,555;44;1,822;1,979;717;1,109;611;384
Jan 31, 2020;11:30 AM;1,217;328;1,439;7,831;1,670;44;1,818;1,940;720;1,113;584;384
Jan 31, 2020;11:45 AM;1,219;329;1,453;7,850;1,728;45;1,825;1,887;718;1,131;580;386
Jan 31, 2020;12:00 PM;1,218;329;1,453;7,862;1,781;44;1,846;1,758;718;1,088;669;386
Jan 31, 2020;12:15 PM;1,207;325;1,406;7,963;1,833;44;1,840;1,687;717;1,075;680;386
Jan 31, 2020;12:30 PM;1,197;323;1,326;7,805;1,856;44;1,830;1,613;718;1,062;604;386
Jan 31, 2020;12:45 PM;1,199;323;1,326;7,823;1,847;44;1,823;1,582;731;1,038;584;387
Jan 31, 2020;1:00 PM;1,199;332;1,331;7,742;1,797;45;1,820;1,555;737;1,065;531;387
Jan 31, 2020;1:15 PM;1,207;338;1,331;7,707;1,757;44;1,824;1,576;708;1,080;548;387
Jan 31, 2020;1:30 PM;1,220;336;1,328;7,650;1,680;44;1,828;1,577;708;1,075;411;387
Jan 31, 2020;1:45 PM;1,222;337;1,331;7,492;1,589;44;1,825;1,595;706;1,071;350;387
Jan 31, 2020;2:00 PM;1,225;337;1,331;7,404;1,478;44;1,808;1,692;690;1,093;237;388
Jan 31, 2020;2:15 PM;1,219;335;1,332;7,379;1,345;45;1,804;1,785;675;1,097;266;387
Jan 31, 2020;2:30 PM;1,214;335;1,364;7,166;1,189;44;1,805;1,842;683;1,106;242;387
Jan 31, 2020;2:45 PM;1,213;329;1,411;7,005;1,041;44;1,814;1,910;690;1,117;246;387
Jan 31, 2020;3:00 PM;1,212;324;1,450;6,851;902;44;1,830;2,023;673;1,120;279;382
Jan 31, 2020;3:15 PM;1,206;324;1,454;6,886;739;44;1,836;2,048;671;1,136;258;382
Jan 31, 2020;3:30 PM;1,207;325;1,454;6,812;588;44;1,834;2,111;670;1,142;342;385
Jan 31, 2020;3:45 PM;1,207;328;1,452;6,601;451;44;1,833;2,153;651;1,131;386;383
Jan 31, 2020;4:00 PM;1,215;333;1,453;6,540;333;44;1,840;2,168;626;1,128;243;383
Jan 31, 2020;4:15 PM;1,215;333;1,455;6,492;227;44;1,854;2,171;618;1,133;395;382
Jan 31, 2020;4:30 PM;1,215;332;1,449;6,466;127;44;1,855;2,179;616;1,134;476;379
Jan 31, 2020;4:45 PM;1,213;330;1,442;6,483;48;44;1,855;2,186;662;1,135;626;384
Jan 31, 2020;5:00 PM;1,215;334;1,438;6,586;7;44;1,851;2,189;704;1,146;916;387
Jan 31, 2020;5:15 PM;1,215;336;1,430;6,635;0;44;1,853;2,198;718;1,153;1,045;387
Jan 31, 2020;5:30 PM;1,215;337;1,431;6,703;0;44;1,853;2,211;722;1,147;1,102;387
Jan 31, 2020;5:45 PM;1,213;339;1,407;6,874;0;44;1,853;2,213;717;1,144;1,167;386
Jan 31, 2020;6:00 PM;1,217;329;1,385;6,965;0;44;1,851;2,201;682;1,164;880;386
Jan 31, 2020;6:15 PM;1,217;332;1,376;7,089;0;44;1,850;2,158;635;1,163;630;386
Jan 31, 2020;6:30 PM;1,218;324;1,377;7,179;0;44;1,851;2,157;631;1,150;550;381
Jan 31, 2020;6:45 PM;1,218;328;1,377;7,255;0;44;1,849;2,117;619;1,149;466;383
Jan 31, 2020;7:00 PM;1,215;343;1,362;7,428;0;44;1,838;2,103;608;1,104;725;384
Jan 31, 2020;7:15 PM;1,215;336;1,352;7,561;0;44;1,831;2,051;600;1,109;558;380
Jan 31, 2020;7:30 PM;1,218;328;1,349;7,605;0;44;1,831;2,016;583;1,082;394;385
Jan 31, 2020;7:45 PM;1,214;328;1,350;7,581;0;44;1,829;1,923;564;1,030;329;387
Jan 31, 2020;8:00 PM;1,216;338;1,361;7,569;0;44;1,829;1,849;548;943;489;382
Jan 31, 2020;8:15 PM;1,221;340;1,351;7,611;0;44;1,830;1,783;545;865;323;386
Jan 31, 2020;8:30 PM;1,223;339;1,349;7,651;0;44;1,831;1,710;542;855;149;386
Jan 31, 2020;8:45 PM;1,220;336;1,355;7,743;0;44;1,831;1,520;539;848;103;387
Jan 31, 2020;9:00 PM;1,222;352;1,366;7,639;0;44;1,835;1,324;543;827;325;388
Jan 31, 2020;9:15 PM;1,219;349;1,379;7,649;0;44;1,834;1,302;537;840;290;387
Jan 31, 2020;9:30 PM;1,223;337;1,405;7,719;0;44;1,833;1,279;530;820;97;388
Jan 31, 2020;9:45 PM;1,222;333;1,429;7,783;0;44;1,831;1,221;528;819;87;389
Jan 31, 2020;10:00 PM;1,230;345;1,442;7,542;0;44;1,833;1,163;533;748;268;392
Jan 31, 2020;10:15 PM;1,226;338;1,447;7,582;0;44;1,834;1,153;531;713;145;391
Jan 31, 2020;10:30 PM;1,224;338;1,450;7,526;0;44;1,823;1,154;524;669;123;391
Jan 31, 2020;10:45 PM;1,221;341;1,445;7,517;0;44;1,817;1,151;519;630;81;389
Jan 31, 2020;11:00 PM;1,224;349;1,445;7,527;0;44;1,814;1,107;501;604;143;385
Jan 31, 2020;11:15 PM;1,226;343;1,446;7,606;0;42;1,812;1,089;484;595;77;380
Jan 31, 2020;11:30 PM;1,225;344;1,448;7,616;0;42;1,799;1,080;473;591;20;385
Jan 31, 2020;11:45 PM;1,223;345;1,454;7,655;0;40;1,796;1,072;453;580;19;383
Feb 1, 2020;12:00 AM;1,220;369;1,447;7,693;0;38;1,773;1,067;392;525;18;364
Feb 1, 2020;12:15 AM;1,220;349;1,440;7,738;0;36;1,736;1,062;393;526;35;361
Feb 1, 2020;12:30 AM;1,223;349;1,439;7,736;0;36;1,689;1,047;394;518;35;361
Feb 1, 2020;12:45 AM;1,220;348;1,435;7,778;0;36;1,671;1,013;425;516;39;360
Feb 1, 2020;1:00 AM;1,226;350;1,437;7,800;0;36;1,666;1,009;451;509;56;361
Feb 1, 2020;1:15 AM;1,221;346;1,450;7,830;0;36;1,640;994;467;503;56;359
